GlobalTracer.FirstPowerUp_Info: Sat Mar 24 11:09:37 PDT 2018: ***** Starting autonomous *****
GlobalTracer.FirstPowerUp_Info: WASNO_Qualification_  1 (Blue3) [FMSConnected=true]
GlobalTracer.CmdAutoSwitch_Info: alliance=Blue, gameSpecificMsg=RLR, delay=0.000, fwdDistance=60, startPosition=102.0, flipInFlight=true
GlobalTracer.printPidInfo_Info: [11.320] encoderYPidCtrl: Target=-219.5, Input=-219.0, Error=  -0.5, PIDTerms=-0.014/ 0.000/-0.000/-0.000, Output=-0.015(-0.600/0.600), Volt=11.0(10.3)
GlobalTracer.printPidInfo_Info: [11.320] gyroTurnPidCtrl: Target=   0.0, Input=   1.4, Error=  -1.4, PIDTerms=-0.016/ 0.000/-0.002/ 0.000, Output=-0.018(-0.700/0.700), Volt=11.0(10.3)
GlobalTracer.printPidInfo_Info: [11.391] encoderXPidCtrl: Target=  69.5, Input=  52.0, Error=  17.5, PIDTerms= 2.621/ 0.000/-0.273/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [11.391] encoderYPidCtrl: Target=-219.5, Input=-219.0, Error=  -0.5, PIDTerms=-0.014/ 0.000/-0.000/-0.000, Output=-0.014(-0.600/0.600), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [11.391] gyroTurnPidCtrl: Target=   0.0, Input=   1.1, Error=  -1.1, PIDTerms=-0.014/ 0.000/ 0.003/ 0.000, Output=-0.011(-0.700/0.700), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [11.483] encoderXPidCtrl: Target=  69.5, Input=  52.6, Error=  16.9, PIDTerms= 2.531/ 0.000/-0.085/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [11.483] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.011/ 0.000/ 0.001/-0.000, Output=-0.010(-0.600/0.600), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [11.483] gyroTurnPidCtrl: Target=   0.0, Input=   0.8, Error=  -0.8, PIDTerms=-0.010/ 0.000/ 0.003/ 0.000, Output=-0.007(-0.700/0.700), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [11.567] encoderXPidCtrl: Target=  69.5, Input=  53.9, Error=  15.6, PIDTerms= 2.347/ 0.000/-0.278/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [11.567] encoderYPidCtrl: Target=-219.5, Input=-219.2, Error=  -0.3, PIDTerms=-0.009/ 0.000/ 0.001/-0.000, Output=-0.008(-0.600/0.600), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [11.567] gyroTurnPidCtrl: Target=   0.0, Input=   0.3, Error=  -0.3, PIDTerms=-0.004/ 0.000/ 0.008/ 0.000, Output= 0.005(-0.700/0.700), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [11.656] encoderXPidCtrl: Target=  69.5, Input=  54.9, Error=  14.6, PIDTerms= 2.183/ 0.000/-0.153/ 0.000, Output= 0.450(-0.450/0.450), Volt=10.9(10.3)
GlobalTracer.printPidInfo_Info: [11.656] encoderYPidCtrl: Target=-219.5, Input=-219.2, Error=  -0.3, PIDTerms=-0.009/ 0.000/-0.000/-0.000, Output=-0.009(-0.600/0.600), Volt=10.9(10.3)
GlobalTracer.printPidInfo_Info: [11.656] gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.001/ 0.000/ 0.002/ 0.000, Output= 0.002(-0.700/0.700), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [11.718] encoderXPidCtrl: Target=  69.5, Input=  56.3, Error=  13.2, PIDTerms= 1.978/ 0.000/-0.327/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [11.718] encoderYPidCtrl: Target=-219.5, Input=-219.2, Error=  -0.3, PIDTerms=-0.010/ 0.000/-0.000/-0.000, Output=-0.010(-0.600/0.600), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [11.718] gyroTurnPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.002/ 0.000/-0.002/ 0.000, Output=-0.004(-0.700/0.700), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [11.797] encoderXPidCtrl: Target=  69.5, Input=  57.2, Error=  12.4, PIDTerms= 1.853/ 0.000/-0.157/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [11.797] encoderYPidCtrl: Target=-219.5, Input=-219.2, Error=  -0.3, PIDTerms=-0.009/ 0.000/ 0.000/-0.000, Output=-0.009(-0.600/0.600), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [11.797] gyroTurnPidCtrl: Target=   0.0, Input=   0.7, Error=  -0.7, PIDTerms=-0.008/ 0.000/-0.007/ 0.000, Output=-0.015(-0.700/0.700), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [11.880] encoderXPidCtrl: Target=  69.5, Input=  58.2, Error=  11.3, PIDTerms= 1.701/ 0.000/-0.202/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [11.880] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.011/ 0.000/-0.001/-0.000, Output=-0.012(-0.600/0.600), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [11.880] gyroTurnPidCtrl: Target=   0.0, Input=   1.0, Error=  -1.0, PIDTerms=-0.012/ 0.000/-0.004/ 0.000, Output=-0.015(-0.700/0.700), Volt=11.1(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.108s)

GlobalTracer.printPidInfo_Info: [11.988] encoderXPidCtrl: Target=  69.5, Input=  59.1, Error=  10.4, PIDTerms= 1.558/ 0.000/-0.133/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [11.988] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.013/ 0.000/-0.001/-0.000, Output=-0.013(-0.600/0.600), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [11.988] gyroTurnPidCtrl: Target=   0.0, Input=   1.3, Error=  -1.3, PIDTerms=-0.015/ 0.000/-0.003/ 0.000, Output=-0.018(-0.700/0.700), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [12.068] encoderXPidCtrl: Target=  69.5, Input=  60.3, Error=   9.2, PIDTerms= 1.384/ 0.000/-0.241/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [12.068] encoderYPidCtrl: Target=-219.5, Input=-219.2, Error=  -0.3, PIDTerms=-0.010/ 0.000/ 0.001/-0.000, Output=-0.009(-0.600/0.600), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [12.068] gyroTurnPidCtrl: Target=   0.0, Input=   1.4, Error=  -1.4, PIDTerms=-0.017/ 0.000/-0.003/ 0.000, Output=-0.020(-0.700/0.700), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [12.153] encoderXPidCtrl: Target=  69.5, Input=  61.2, Error=   8.3, PIDTerms= 1.247/ 0.000/-0.126/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [12.153] encoderYPidCtrl: Target=-219.5, Input=-219.0, Error=  -0.5, PIDTerms=-0.015/ 0.000/-0.001/-0.000, Output=-0.016(-0.600/0.600), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [12.153] gyroTurnPidCtrl: Target=   0.0, Input=   1.5, Error=  -1.5, PIDTerms=-0.018/ 0.000/-0.000/ 0.000, Output=-0.018(-0.700/0.700), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [12.243] encoderXPidCtrl: Target=  69.5, Input=  62.4, Error=   7.1, PIDTerms= 1.062/ 0.000/-0.301/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [12.243] encoderYPidCtrl: Target=-219.5, Input=-218.9, Error=  -0.6, PIDTerms=-0.018/ 0.000/-0.002/-0.000, Output=-0.020(-0.600/0.600), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [12.243] gyroTurnPidCtrl: Target=   0.0, Input=   1.4, Error=  -1.4, PIDTerms=-0.017/ 0.000/ 0.001/ 0.000, Output=-0.015(-0.700/0.700), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [12.321] encoderXPidCtrl: Target=  69.5, Input=  63.5, Error=   6.0, PIDTerms= 0.907/ 0.000/-0.147/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [12.321] encoderYPidCtrl: Target=-219.5, Input=-218.7, Error=  -0.8, PIDTerms=-0.024/ 0.000/-0.002/-0.000, Output=-0.026(-0.600/0.600), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [12.321] gyroTurnPidCtrl: Target=   0.0, Input=   1.0, Error=  -1.0, PIDTerms=-0.012/ 0.000/ 0.004/ 0.000, Output=-0.008(-0.700/0.700), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [12.383] encoderXPidCtrl: Target=  69.5, Input=  64.1, Error=   5.4, PIDTerms= 0.806/ 0.000/-0.152/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.0(10.3)
GlobalTracer.printPidInfo_Info: [12.383] encoderYPidCtrl: Target=-219.5, Input=-218.8, Error=  -0.7, PIDTerms=-0.021/ 0.000/ 0.001/-0.000, Output=-0.020(-0.600/0.600), Volt=11.0(10.3)
GlobalTracer.printPidInfo_Info: [12.383] gyroTurnPidCtrl: Target=   0.0, Input=   0.9, Error=  -0.9, PIDTerms=-0.011/ 0.000/ 0.000/ 0.000, Output=-0.011(-0.700/0.700), Volt=11.0(10.3)
GlobalTracer.printPidInfo_Info: [12.471] encoderXPidCtrl: Target=  69.5, Input=  65.0, Error=   4.5, PIDTerms= 0.680/ 0.000/-0.161/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [12.471] encoderYPidCtrl: Target=-219.5, Input=-218.6, Error=  -0.9, PIDTerms=-0.027/ 0.000/-0.002/-0.000, Output=-0.029(-0.600/0.600), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [12.471] gyroTurnPidCtrl: Target=   0.0, Input=   0.9, Error=  -0.9, PIDTerms=-0.011/ 0.000/ 0.000/ 0.000, Output=-0.011(-0.700/0.700), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [12.544] encoderXPidCtrl: Target=  69.5, Input=  66.1, Error=   3.4, PIDTerms= 0.506/ 0.000/-0.227/ 0.000, Output= 0.279(-0.450/0.450), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [12.544] encoderYPidCtrl: Target=-219.5, Input=-218.7, Error=  -0.8, PIDTerms=-0.024/ 0.000/ 0.001/-0.000, Output=-0.023(-0.600/0.600), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [12.544] gyroTurnPidCtrl: Target=   0.0, Input=   1.2, Error=  -1.2, PIDTerms=-0.014/ 0.000/-0.003/ 0.000, Output=-0.017(-0.700/0.700), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [12.639] encoderXPidCtrl: Target=  69.5, Input=  66.7, Error=   2.8, PIDTerms= 0.424/ 0.000/-0.096/ 0.000, Output= 0.328(-0.450/0.450), Volt=11.6(10.3)
GlobalTracer.printPidInfo_Info: [12.639] encoderYPidCtrl: Target=-219.5, Input=-218.7, Error=  -0.8, PIDTerms=-0.024/ 0.000/-0.000/-0.000, Output=-0.024(-0.600/0.600), Volt=11.6(10.3)
GlobalTracer.printPidInfo_Info: [12.639] gyroTurnPidCtrl: Target=   0.0, Input=   1.4, Error=  -1.4, PIDTerms=-0.016/ 0.000/-0.002/ 0.000, Output=-0.018(-0.700/0.700), Volt=11.6(10.3)
GlobalTracer.printPidInfo_Info: [12.699] encoderXPidCtrl: Target=  69.5, Input=  67.4, Error=   2.1, PIDTerms= 0.308/ 0.000/-0.146/ 0.000, Output= 0.162(-0.450/0.450), Volt=12.1(10.3)
GlobalTracer.printPidInfo_Info: [12.699] encoderYPidCtrl: Target=-219.5, Input=-219.0, Error=  -0.5, PIDTerms=-0.016/ 0.000/ 0.003/-0.000, Output=-0.013(-0.600/0.600), Volt=12.1(10.3)
GlobalTracer.printPidInfo_Info: [12.699] gyroTurnPidCtrl: Target=   0.0, Input=   1.6, Error=  -1.6, PIDTerms=-0.019/ 0.000/-0.003/ 0.000, Output=-0.022(-0.700/0.700), Volt=12.1(10.3)
GlobalTracer.printPidInfo_Info: [12.779] encoderXPidCtrl: Target=  69.5, Input=  67.7, Error=   1.8, PIDTerms= 0.276/ 0.000/-0.051/ 0.000, Output= 0.224(-0.450/0.450), Volt=12.0(10.3)
GlobalTracer.printPidInfo_Info: [12.779] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.013/ 0.000/ 0.002/-0.000, Output=-0.011(-0.600/0.600), Volt=12.0(10.3)
GlobalTracer.printPidInfo_Info: [12.779] gyroTurnPidCtrl: Target=   0.0, Input=   1.3, Error=  -1.3, PIDTerms=-0.016/ 0.000/ 0.004/ 0.000, Output=-0.012(-0.700/0.700), Volt=12.0(10.3)
GlobalTracer.printPidInfo_Info: [12.862] encoderXPidCtrl: Target=  69.5, Input=  67.7, Error=   1.8, PIDTerms= 0.264/ 0.000/-0.016/ 0.000, Output= 0.247(-0.450/0.450), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [12.862] encoderYPidCtrl: Target=-219.5, Input=-219.2, Error=  -0.3, PIDTerms=-0.010/ 0.000/ 0.001/-0.000, Output=-0.009(-0.600/0.600), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [12.862] gyroTurnPidCtrl: Target=   0.0, Input=   1.0, Error=  -1.0, PIDTerms=-0.012/ 0.000/ 0.005/ 0.000, Output=-0.007(-0.700/0.700), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [12.936] encoderXPidCtrl: Target=  69.5, Input=  67.8, Error=   1.7, PIDTerms= 0.257/ 0.000/-0.009/ 0.000, Output= 0.248(-0.450/0.450), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [12.936] encoderYPidCtrl: Target=-219.5, Input=-219.2, Error=  -0.3, PIDTerms=-0.010/ 0.000/ 0.000/-0.000, Output=-0.010(-0.600/0.600), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [12.936] gyroTurnPidCtrl: Target=   0.0, Input=   0.8, Error=  -0.8, PIDTerms=-0.010/ 0.000/ 0.002/ 0.000, Output=-0.008(-0.700/0.700), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [12.998] encoderXPidCtrl: Target=  69.5, Input=  67.8, Error=   1.7, PIDTerms= 0.251/ 0.000/-0.008/ 0.000, Output= 0.244(-0.450/0.450), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [12.998] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.011/ 0.000/-0.001/-0.000, Output=-0.012(-0.600/0.600), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [12.998] gyroTurnPidCtrl: Target=   0.0, Input=   0.8, Error=  -0.8, PIDTerms=-0.009/ 0.000/ 0.000/ 0.000, Output=-0.009(-0.700/0.700), Volt=11.8(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.105s)

GlobalTracer.printPidInfo_Info: [13.105] encoderXPidCtrl: Target=  69.5, Input=  67.8, Error=   1.7, PIDTerms= 0.250/ 0.000/-0.001/ 0.000, Output= 0.249(-0.450/0.450), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [13.105] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.012/ 0.000/-0.000/-0.000, Output=-0.012(-0.600/0.600), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [13.105] gyroTurnPidCtrl: Target=   0.0, Input=   0.8, Error=  -0.8, PIDTerms=-0.009/ 0.000/ 0.000/ 0.000, Output=-0.009(-0.700/0.700), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [13.176] encoderXPidCtrl: Target=  69.5, Input=  67.8, Error=   1.7, PIDTerms= 0.249/ 0.000/-0.002/ 0.000, Output= 0.247(-0.450/0.450), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [13.176] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.012/ 0.000/-0.000/-0.000, Output=-0.012(-0.600/0.600), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [13.176] gyroTurnPidCtrl: Target=   0.0, Input=   0.8, Error=  -0.8, PIDTerms=-0.009/ 0.000/ 0.000/ 0.000, Output=-0.009(-0.700/0.700), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [13.238] encoderXPidCtrl: Target=  69.5, Input=  67.8, Error=   1.7, PIDTerms= 0.249/ 0.000/ 0.000/ 0.000, Output= 0.249(-0.450/0.450), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [13.238] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.011/ 0.000/ 0.000/-0.000, Output=-0.011(-0.600/0.600), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [13.238] gyroTurnPidCtrl: Target=   0.0, Input=   0.7, Error=  -0.7, PIDTerms=-0.009/ 0.000/ 0.000/ 0.000, Output=-0.009(-0.700/0.700), Volt=11.8(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.102s)

GlobalTracer.printPidInfo_Info: [13.342] encoderXPidCtrl: Target=  69.5, Input=  67.8, Error=   1.7, PIDTerms= 0.248/ 0.000/-0.001/ 0.000, Output= 0.248(-0.450/0.450), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [13.342] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.011/ 0.000/ 0.000/-0.000, Output=-0.011(-0.600/0.600), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [13.342] gyroTurnPidCtrl: Target=   0.0, Input=   0.7, Error=  -0.7, PIDTerms=-0.009/ 0.000/ 0.000/ 0.000, Output=-0.009(-0.700/0.700), Volt=11.8(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.133s)

GlobalTracer.printPidInfo_Info: [13.476] encoderXPidCtrl: Target=  69.5, Input=  67.8, Error=   1.7, PIDTerms= 0.248/ 0.000/-0.000/ 0.000, Output= 0.247(-0.450/0.450), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [13.476] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.011/ 0.000/ 0.000/-0.000, Output=-0.011(-0.600/0.600), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [13.476] gyroTurnPidCtrl: Target=   0.0, Input=   0.7, Error=  -0.7, PIDTerms=-0.009/ 0.000/ 0.000/ 0.000, Output=-0.008(-0.700/0.700), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [13.572] encoderXPidCtrl: Target=  69.5, Input=  67.9, Error=   1.6, PIDTerms= 0.247/ 0.000/-0.001/ 0.000, Output= 0.246(-0.450/0.450), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [13.572] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.011/ 0.000/ 0.000/-0.000, Output=-0.011(-0.600/0.600), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [13.572] gyroTurnPidCtrl: Target=   0.0, Input=   0.7, Error=  -0.7, PIDTerms=-0.008/ 0.000/ 0.000/ 0.000, Output=-0.008(-0.700/0.700), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [13.666] encoderXPidCtrl: Target=  69.5, Input=  67.9, Error=   1.6, PIDTerms= 0.247/ 0.000/ 0.000/ 0.000, Output= 0.247(-0.450/0.450), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [13.666] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.011/ 0.000/ 0.000/-0.000, Output=-0.011(-0.600/0.600), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [13.666] gyroTurnPidCtrl: Target=   0.0, Input=   0.7, Error=  -0.7, PIDTerms=-0.008/ 0.000/ 0.000/ 0.000, Output=-0.008(-0.700/0.700), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [13.745] encoderXPidCtrl: Target=  69.5, Input=  67.9, Error=   1.6, PIDTerms= 0.247/ 0.000/ 0.000/ 0.000, Output= 0.247(-0.450/0.450), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [13.745] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.011/ 0.000/ 0.000/-0.000, Output=-0.011(-0.600/0.600), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [13.745] gyroTurnPidCtrl: Target=   0.0, Input=   0.7, Error=  -0.7, PIDTerms=-0.008/ 0.000/ 0.000/ 0.000, Output=-0.008(-0.700/0.700), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [13.825] encoderXPidCtrl: Target=  69.5, Input=  67.9, Error=   1.6, PIDTerms= 0.246/ 0.000/-0.001/ 0.000, Output= 0.246(-0.450/0.450), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [13.825] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.011/ 0.000/ 0.000/-0.000, Output=-0.011(-0.600/0.600), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [13.825] gyroTurnPidCtrl: Target=   0.0, Input=   0.7, Error=  -0.7, PIDTerms=-0.008/ 0.000/ 0.000/ 0.000, Output=-0.008(-0.700/0.700), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [13.890] encoderXPidCtrl: Target=  69.5, Input=  67.9, Error=   1.6, PIDTerms= 0.246/ 0.000/ 0.000/ 0.000, Output= 0.246(-0.450/0.450), Volt=12.0(10.3)
GlobalTracer.printPidInfo_Info: [13.890] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.011/ 0.000/ 0.000/-0.000, Output=-0.011(-0.600/0.600), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [13.890] gyroTurnPidCtrl: Target=   0.0, Input=   0.7, Error=  -0.7, PIDTerms=-0.008/ 0.000/ 0.000/ 0.000, Output=-0.008(-0.700/0.700), Volt=11.9(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.102s)

GlobalTracer.printPidInfo_Info: [13.992] encoderXPidCtrl: Target=  69.5, Input=  67.9, Error=   1.6, PIDTerms= 0.246/ 0.000/ 0.000/ 0.000, Output= 0.246(-0.450/0.450), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [13.992] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.011/ 0.000/ 0.000/-0.000, Output=-0.011(-0.600/0.600), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [13.992] gyroTurnPidCtrl: Target=   0.0, Input=   0.7, Error=  -0.7, PIDTerms=-0.008/ 0.000/ 0.000/ 0.000, Output=-0.008(-0.700/0.700), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [14.055] encoderXPidCtrl: Target=  69.5, Input=  67.9, Error=   1.6, PIDTerms= 0.246/ 0.000/ 0.000/ 0.000, Output= 0.246(-0.450/0.450), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [14.055] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.011/ 0.000/ 0.000/-0.000, Output=-0.011(-0.600/0.600), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [14.055] gyroTurnPidCtrl: Target=   0.0, Input=   0.7, Error=  -0.7, PIDTerms=-0.008/ 0.000/ 0.000/ 0.000, Output=-0.008(-0.700/0.700), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [14.149] encoderXPidCtrl: Target=  69.5, Input=  67.9, Error=   1.6, PIDTerms= 0.246/ 0.000/-0.001/ 0.000, Output= 0.245(-0.450/0.450), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [14.149] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.011/ 0.000/ 0.000/-0.000, Output=-0.011(-0.600/0.600), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [14.149] gyroTurnPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.008/ 0.000/ 0.000/ 0.000, Output=-0.008(-0.700/0.700), Volt=11.8(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.113s)

GlobalTracer.printPidInfo_Info: [14.262] encoderXPidCtrl: Target=  69.5, Input=  67.9, Error=   1.6, PIDTerms= 0.245/ 0.000/-0.001/ 0.000, Output= 0.244(-0.450/0.450), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [14.262] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.011/ 0.000/ 0.000/-0.000, Output=-0.011(-0.600/0.600), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [14.262] gyroTurnPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.008/ 0.000/ 0.000/ 0.000, Output=-0.007(-0.700/0.700), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [14.340] encoderXPidCtrl: Target=  69.5, Input=  67.9, Error=   1.6, PIDTerms= 0.244/ 0.000/-0.001/ 0.000, Output= 0.244(-0.450/0.450), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [14.340] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.011/ 0.000/ 0.000/-0.000, Output=-0.011(-0.600/0.600), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [14.340] gyroTurnPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.007/ 0.000/ 0.000/ 0.000, Output=-0.007(-0.700/0.700), Volt=11.8(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.103s)

GlobalTracer.printPidInfo_Info: [14.443] encoderXPidCtrl: Target=  69.5, Input=  67.9, Error=   1.6, PIDTerms= 0.244/ 0.000/ 0.000/ 0.000, Output= 0.244(-0.450/0.450), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [14.443] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.011/ 0.000/ 0.000/-0.000, Output=-0.011(-0.600/0.600), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [14.443] gyroTurnPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.007/ 0.000/ 0.000/ 0.000, Output=-0.007(-0.700/0.700), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [14.526] encoderXPidCtrl: Target=  69.5, Input=  67.9, Error=   1.6, PIDTerms= 0.244/ 0.000/ 0.000/ 0.000, Output= 0.244(-0.450/0.450), Volt=11.8(10.3)
