GlobalTracer.FirstPowerUp_Info: Thu Apr 05 15:06:17 PDT 2018[0.057]: ***** AUTO_MODE *****
GlobalTracer.Vision_Info: Pixy is enabled!
GlobalTracer.FirstPowerUp_Info: _None000 (Blue3) [FMSConnected=true] msg=LRL
GlobalTracer.CmdAutoSwitch_Info: [0.126] delay=0.0, fwdDistance=235.0, startPos=RIGHT_POS, fastDelivery=false, getSecondCube=false
GlobalTracer.printPidInfo_Info: [5.261] encoderXPidCtrl: Target=  -0.4, Input=  -0.4, Error=   0.0, PIDTerms= 0.110/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.700/0.700), Volt=11.2(9.9)
GlobalTracer.printPidInfo_Info: [5.261] encoderYPidCtrl: Target=  -2.1, Input=  -2.1, Error=   0.0, PIDTerms=-4.658/ 0.000/ 0.000/-0.000, Output= 0.000(-0.600/0.600), Volt=11.2(9.9)
GlobalTracer.printPidInfo_Info: [5.261] gyroTurnPidCtrl: Target=  90.0, Input=  38.2, Error=  51.8, PIDTerms= 1.036/ 0.000/-0.247/ 0.000, Output= 0.700(-0.700/0.700), Volt=11.2(9.9)
GlobalTracer.printPidInfo_Info: [5.315] encoderXPidCtrl: Target=  -0.4, Input=  -0.4, Error=   0.0, PIDTerms= 0.110/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.700/0.700), Volt=11.4(9.9)
GlobalTracer.printPidInfo_Info: [5.315] encoderYPidCtrl: Target=  -2.1, Input=  -2.1, Error=   0.0, PIDTerms=-4.658/ 0.000/ 0.000/-0.000, Output= 0.000(-0.600/0.600), Volt=11.4(9.9)
GlobalTracer.printPidInfo_Info: [5.315] gyroTurnPidCtrl: Target=  90.0, Input=  44.5, Error=  45.5, PIDTerms= 0.911/ 0.000/-0.227/ 0.000, Output= 0.684(-0.700/0.700), Volt=11.4(9.9)
GlobalTracer.printPidInfo_Info: [5.362] encoderXPidCtrl: Target=  -0.4, Input=  -0.4, Error=   0.0, PIDTerms= 0.110/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.700/0.700), Volt=12.2(9.9)
GlobalTracer.printPidInfo_Info: [5.362] encoderYPidCtrl: Target=  -2.1, Input=  -2.1, Error=   0.0, PIDTerms=-4.658/ 0.000/ 0.000/-0.000, Output= 0.000(-0.600/0.600), Volt=12.2(9.9)
GlobalTracer.printPidInfo_Info: [5.362] gyroTurnPidCtrl: Target=  90.0, Input=  53.8, Error=  36.2, PIDTerms= 0.724/ 0.000/-0.357/ 0.000, Output= 0.367(-0.700/0.700), Volt=12.2(9.9)
GlobalTracer.printPidInfo_Info: [5.399] encoderXPidCtrl: Target=  -0.4, Input=  -0.4, Error=   0.0, PIDTerms= 0.110/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.700/0.700), Volt=12.4(9.9)
GlobalTracer.printPidInfo_Info: [5.399] encoderYPidCtrl: Target=  -2.1, Input=  -2.1, Error=   0.0, PIDTerms=-4.658/ 0.000/ 0.000/-0.000, Output= 0.000(-0.600/0.600), Volt=12.4(9.9)
GlobalTracer.printPidInfo_Info: [5.399] gyroTurnPidCtrl: Target=  90.0, Input=  61.5, Error=  28.5, PIDTerms= 0.571/ 0.000/-0.320/ 0.000, Output= 0.251(-0.700/0.700), Volt=12.4(9.9)
GlobalTracer.printPidInfo_Info: [5.424] encoderXPidCtrl: Target=  -0.4, Input=  -0.4, Error=   0.0, PIDTerms= 0.110/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.700/0.700), Volt=12.4(9.9)
GlobalTracer.printPidInfo_Info: [5.424] encoderYPidCtrl: Target=  -2.1, Input=  -2.1, Error=   0.0, PIDTerms=-4.658/ 0.000/ 0.000/-0.000, Output= 0.000(-0.600/0.600), Volt=12.4(9.9)
GlobalTracer.printPidInfo_Info: [5.424] gyroTurnPidCtrl: Target=  90.0, Input=  66.8, Error=  23.2, PIDTerms= 0.464/ 0.000/-0.327/ 0.000, Output= 0.137(-0.700/0.700), Volt=12.4(9.9)
GlobalTracer.printPidInfo_Info: [5.455] encoderXPidCtrl: Target=  -0.4, Input=  -0.4, Error=   0.0, PIDTerms= 0.110/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.700/0.700), Volt=12.5(9.9)
GlobalTracer.printPidInfo_Info: [5.455] encoderYPidCtrl: Target=  -2.1, Input=  -2.1, Error=   0.0, PIDTerms=-4.658/ 0.000/ 0.000/-0.000, Output= 0.000(-0.600/0.600), Volt=12.5(9.9)
GlobalTracer.printPidInfo_Info: [5.455] gyroTurnPidCtrl: Target=  90.0, Input=  71.9, Error=  18.1, PIDTerms= 0.361/ 0.000/-0.337/ 0.000, Output= 0.024(-0.700/0.700), Volt=12.4(9.9)
GlobalTracer.printPidInfo_Info: [5.486] encoderXPidCtrl: Target=  -0.4, Input=  -0.4, Error=   0.0, PIDTerms= 0.110/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.700/0.700), Volt=12.4(9.9)
GlobalTracer.printPidInfo_Info: [5.486] encoderYPidCtrl: Target=  -2.1, Input=  -2.1, Error=   0.0, PIDTerms=-4.658/ 0.000/ 0.000/-0.000, Output= 0.000(-0.600/0.600), Volt=12.4(9.9)
GlobalTracer.printPidInfo_Info: [5.486] gyroTurnPidCtrl: Target=  90.0, Input=  76.9, Error=  13.1, PIDTerms= 0.263/ 0.000/-0.242/ 0.000, Output= 0.020(-0.700/0.700), Volt=12.4(9.9)
GlobalTracer.printPidInfo_Info: [5.520] encoderXPidCtrl: Target=  -0.4, Input=  -0.4, Error=   0.0, PIDTerms= 0.110/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.700/0.700), Volt=12.4(9.9)
GlobalTracer.printPidInfo_Info: [5.520] encoderYPidCtrl: Target=  -2.1, Input=  -2.1, Error=   0.0, PIDTerms=-4.658/ 0.000/ 0.000/-0.000, Output= 0.000(-0.600/0.600), Volt=12.4(9.9)
GlobalTracer.printPidInfo_Info: [5.520] gyroTurnPidCtrl: Target=  90.0, Input=  81.2, Error=   8.8, PIDTerms= 0.175/ 0.000/-0.228/ 0.000, Output=-0.053(-0.700/0.700), Volt=12.4(9.9)
GlobalTracer.printPidInfo_Info: [5.544] encoderXPidCtrl: Target=  -0.4, Input=  -0.4, Error=   0.0, PIDTerms= 0.110/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.700/0.700), Volt=12.4(9.9)
GlobalTracer.printPidInfo_Info: [5.544] encoderYPidCtrl: Target=  -2.1, Input=  -2.1, Error=   0.0, PIDTerms=-4.658/ 0.000/ 0.000/-0.000, Output= 0.000(-0.600/0.600), Volt=12.4(9.9)
GlobalTracer.printPidInfo_Info: [5.544] gyroTurnPidCtrl: Target=  90.0, Input=  84.9, Error=   5.1, PIDTerms= 0.103/ 0.000/-0.256/ 0.000, Output=-0.154(-0.700/0.700), Volt=12.4(9.9)
GlobalTracer.Robot_Info: [5.575] <<<     MOVE_ACROSS>>> xPos=  2.64,yPos=  0.06,heading=  89.5/  90.0,volts=12.4(9.9)
GlobalTracer.printPidInfo_Info: [5.575] encoderXPidCtrl: Target=   2.6, Input=  -0.4, Error=   0.0, PIDTerms= 0.110/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.700/0.700), Volt=12.4(9.9)
GlobalTracer.printPidInfo_Info: [5.575] encoderYPidCtrl: Target= 169.1, Input=  -2.1, Error= 169.0, PIDTerms=-4.658/ 0.000/ 0.000/-0.000, Output= 0.000(-0.600/0.600), Volt=12.5(9.9)
GlobalTracer.printPidInfo_Info: [5.575] gyroTurnPidCtrl: Target=  90.0, Input=  87.6, Error=   0.5, PIDTerms= 0.047/ 0.000/-0.187/ 0.000, Output= 0.000(-0.700/0.700), Volt=12.5(9.9)
GlobalTracer.startCompetition_Warn: AUTO_MODE.runContinuous takes too long (0.052s)
GlobalTracer.startCompetition_Warn: AUTO_MODE.preContinuousTasks take too long (0.042s)
GlobalTracer.printPidInfo_Info: [5.649] encoderXPidCtrl: Target=   2.6, Input=   2.6, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.700/0.700), Volt=11.1(9.9)
GlobalTracer.printPidInfo_Info: [5.649] encoderYPidCtrl: Target= 169.1, Input=   0.1, Error= 169.0, PIDTerms= 3.380/ 0.000/ 0.000/ 0.000, Output= 0.600(-0.600/0.600), Volt=10.6(9.9)
GlobalTracer.printPidInfo_Info: [5.649] gyroTurnPidCtrl: Target=  90.0, Input=  89.5, Error=   0.5, PIDTerms= 0.010/ 0.000/ 0.000/ 0.000, Output= 0.010(-0.700/0.700), Volt=10.6(9.9)
GlobalTracer.printPidInfo_Info: [5.742] encoderXPidCtrl: Target=   2.6, Input=   2.8, Error=  -0.2, PIDTerms=-0.040/ 0.000/-0.028/ 0.000, Output=-0.068(-0.700/0.700), Volt=10.9(9.9)
GlobalTracer.printPidInfo_Info: [5.742] encoderYPidCtrl: Target= 169.1, Input=   0.9, Error= 168.2, PIDTerms= 3.364/ 0.000/-0.014/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.0(9.9)
GlobalTracer.printPidInfo_Info: [5.742] gyroTurnPidCtrl: Target=  90.0, Input=  91.1, Error=  -1.1, PIDTerms=-0.023/ 0.000/-0.032/ 0.000, Output=-0.055(-0.700/0.700), Volt=11.0(9.9)
GlobalTracer.printPidInfo_Info: [5.817] encoderXPidCtrl: Target=   2.6, Input=   3.0, Error=  -0.4, PIDTerms=-0.096/ 0.000/-0.044/ 0.000, Output=-0.140(-0.700/0.700), Volt=11.1(9.9)
GlobalTracer.printPidInfo_Info: [5.817] encoderYPidCtrl: Target= 169.1, Input=   2.0, Error= 167.1, PIDTerms= 3.342/ 0.000/-0.023/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.1(9.9)
GlobalTracer.printPidInfo_Info: [5.817] gyroTurnPidCtrl: Target=  90.0, Input=  90.8, Error=  -0.8, PIDTerms=-0.017/ 0.000/ 0.007/ 0.000, Output=-0.010(-0.700/0.700), Volt=11.1(9.9)
GlobalTracer.printPidInfo_Info: [5.858] encoderXPidCtrl: Target=   2.6, Input=   3.1, Error=  -0.4, PIDTerms=-0.103/ 0.000/-0.008/ 0.000, Output=-0.111(-0.700/0.700), Volt=11.0(9.9)
GlobalTracer.printPidInfo_Info: [5.858] encoderYPidCtrl: Target= 169.1, Input=   4.6, Error= 164.5, PIDTerms= 3.289/ 0.000/-0.078/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.0(9.9)
GlobalTracer.printPidInfo_Info: [5.858] gyroTurnPidCtrl: Target=  90.0, Input=  90.6, Error=  -0.6, PIDTerms=-0.013/ 0.000/ 0.007/ 0.000, Output=-0.006(-0.700/0.700), Volt=11.0(9.9)
GlobalTracer.printPidInfo_Info: [5.883] encoderXPidCtrl: Target=   2.6, Input=   3.1, Error=  -0.5, PIDTerms=-0.114/ 0.000/-0.024/ 0.000, Output=-0.139(-0.700/0.700), Volt=11.0(9.9)
GlobalTracer.printPidInfo_Info: [5.883] encoderYPidCtrl: Target= 169.1, Input=   5.9, Error= 163.2, PIDTerms= 3.264/ 0.000/-0.067/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.0(9.9)
GlobalTracer.printPidInfo_Info: [5.883] gyroTurnPidCtrl: Target=  90.0, Input=  90.5, Error=  -0.5, PIDTerms=-0.010/ 0.000/ 0.010/ 0.000, Output= 0.000(-0.700/0.700), Volt=11.0(9.9)
GlobalTracer.printPidInfo_Info: [5.914] encoderXPidCtrl: Target=   2.6, Input=   3.1, Error=  -0.4, PIDTerms=-0.107/ 0.000/ 0.018/ 0.000, Output=-0.089(-0.700/0.700), Volt=11.0(9.9)
GlobalTracer.printPidInfo_Info: [5.914] encoderYPidCtrl: Target= 169.1, Input=   6.7, Error= 162.4, PIDTerms= 3.248/ 0.000/-0.048/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.0(9.9)
GlobalTracer.printPidInfo_Info: [5.914] gyroTurnPidCtrl: Target=  90.0, Input=  90.3, Error=  -0.3, PIDTerms=-0.006/ 0.000/ 0.014/ 0.000, Output= 0.008(-0.700/0.700), Volt=11.2(9.9)
GlobalTracer.printPidInfo_Info: [5.940] encoderXPidCtrl: Target=   2.6, Input=   3.0, Error=  -0.4, PIDTerms=-0.090/ 0.000/ 0.036/ 0.000, Output=-0.054(-0.700/0.700), Volt=11.3(9.9)
GlobalTracer.printPidInfo_Info: [5.940] encoderYPidCtrl: Target= 169.1, Input=   8.1, Error= 161.0, PIDTerms= 3.219/ 0.000/-0.075/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.3(9.9)
GlobalTracer.printPidInfo_Info: [5.940] gyroTurnPidCtrl: Target=  90.0, Input=  90.0, Error=  -0.0, PIDTerms=-0.001/ 0.000/ 0.015/ 0.000, Output= 0.015(-0.700/0.700), Volt=11.3(9.9)
GlobalTracer.printPidInfo_Info: [5.966] encoderXPidCtrl: Target=   2.6, Input=   3.0, Error=  -0.3, PIDTerms=-0.079/ 0.000/ 0.023/ 0.000, Output=-0.056(-0.700/0.700), Volt=11.3(9.9)
GlobalTracer.printPidInfo_Info: [5.966] encoderYPidCtrl: Target= 169.1, Input=   9.6, Error= 159.5, PIDTerms= 3.190/ 0.000/-0.082/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.3(9.9)
GlobalTracer.printPidInfo_Info: [5.966] gyroTurnPidCtrl: Target=  90.0, Input=  89.8, Error=   0.2, PIDTerms= 0.003/ 0.000/ 0.012/ 0.000, Output= 0.015(-0.700/0.700), Volt=11.3(9.9)
GlobalTracer.printPidInfo_Info: [5.996] encoderXPidCtrl: Target=   2.6, Input=   2.9, Error=  -0.3, PIDTerms=-0.068/ 0.000/ 0.025/ 0.000, Output=-0.043(-0.700/0.700), Volt=11.3(9.9)
GlobalTracer.printPidInfo_Info: [5.996] encoderYPidCtrl: Target= 169.1, Input=  10.7, Error= 158.4, PIDTerms= 3.168/ 0.000/-0.058/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.3(9.9)
GlobalTracer.printPidInfo_Info: [5.996] gyroTurnPidCtrl: Target=  90.0, Input=  89.7, Error=   0.3, PIDTerms= 0.007/ 0.000/ 0.012/ 0.000, Output= 0.019(-0.700/0.700), Volt=11.3(9.9)
GlobalTracer.printPidInfo_Info: [6.022] encoderXPidCtrl: Target=   2.6, Input=   2.8, Error=  -0.2, PIDTerms=-0.051/ 0.000/ 0.033/ 0.000, Output=-0.018(-0.700/0.700), Volt=11.3(9.9)
GlobalTracer.printPidInfo_Info: [6.022] encoderYPidCtrl: Target= 169.1, Input=  12.9, Error= 156.2, PIDTerms= 3.123/ 0.000/-0.113/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.3(9.9)
GlobalTracer.printPidInfo_Info: [6.022] gyroTurnPidCtrl: Target=  90.0, Input=  89.5, Error=   0.5, PIDTerms= 0.011/ 0.000/ 0.011/ 0.000, Output= 0.022(-0.700/0.700), Volt=11.3(9.9)
GlobalTracer.printPidInfo_Info: [6.050] encoderXPidCtrl: Target=   2.6, Input=   2.8, Error=  -0.2, PIDTerms=-0.045/ 0.000/ 0.014/ 0.000, Output=-0.031(-0.700/0.700), Volt=11.3(9.9)
GlobalTracer.printPidInfo_Info: [6.050] encoderYPidCtrl: Target= 169.1, Input=  14.1, Error= 155.0, PIDTerms= 3.100/ 0.000/-0.070/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.3(9.9)
GlobalTracer.printPidInfo_Info: [6.050] gyroTurnPidCtrl: Target=  90.0, Input=  89.4, Error=   0.6, PIDTerms= 0.012/ 0.000/ 0.003/ 0.000, Output= 0.015(-0.700/0.700), Volt=11.3(9.9)
GlobalTracer.printPidInfo_Info: [6.080] encoderXPidCtrl: Target=   2.6, Input=   3.0, Error=  -0.4, PIDTerms=-0.099/ 0.000/-0.102/ 0.000, Output=-0.201(-0.700/0.700), Volt=11.3(9.9)
GlobalTracer.printPidInfo_Info: [6.080] encoderYPidCtrl: Target= 169.1, Input=  15.4, Error= 153.6, PIDTerms= 3.073/ 0.000/-0.063/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.3(9.9)
GlobalTracer.printPidInfo_Info: [6.080] gyroTurnPidCtrl: Target=  90.0, Input=  89.3, Error=   0.7, PIDTerms= 0.014/ 0.000/ 0.008/ 0.000, Output= 0.022(-0.700/0.700), Volt=11.3(9.9)
GlobalTracer.printPidInfo_Info: [6.118] encoderXPidCtrl: Target=   2.6, Input=   3.1, Error=  -0.5, PIDTerms=-0.116/ 0.000/-0.041/ 0.000, Output=-0.157(-0.700/0.700), Volt=11.0(9.9)
GlobalTracer.printPidInfo_Info: [6.118] encoderYPidCtrl: Target= 169.1, Input=  17.1, Error= 152.0, PIDTerms= 3.040/ 0.000/-0.096/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.0(9.9)
GlobalTracer.printPidInfo_Info: [6.118] gyroTurnPidCtrl: Target=  90.0, Input=  89.2, Error=   0.8, PIDTerms= 0.016/ 0.000/ 0.006/ 0.000, Output= 0.022(-0.700/0.700), Volt=10.8(9.9)
GlobalTracer.printPidInfo_Info: [6.167] encoderXPidCtrl: Target=   2.6, Input=   3.4, Error=  -0.8, PIDTerms=-0.188/ 0.000/-0.074/ 0.000, Output=-0.263(-0.700/0.700), Volt=10.8(9.9)
GlobalTracer.printPidInfo_Info: [6.167] encoderYPidCtrl: Target= 169.1, Input=  18.7, Error= 150.3, PIDTerms= 3.007/ 0.000/-0.043/ 0.000, Output= 0.600(-0.600/0.600), Volt=10.8(9.9)
GlobalTracer.printPidInfo_Info: [6.167] gyroTurnPidCtrl: Target=  90.0, Input=  89.6, Error=   0.4, PIDTerms= 0.009/ 0.000/-0.011/ 0.000, Output=-0.003(-0.700/0.700), Volt=10.9(9.9)
GlobalTracer.printPidInfo_Info: [6.228] encoderXPidCtrl: Target=   2.6, Input=   4.0, Error=  -1.4, PIDTerms=-0.339/ 0.000/-0.149/ 0.000, Output=-0.488(-0.700/0.700), Volt=11.2(9.9)
GlobalTracer.printPidInfo_Info: [6.228] encoderYPidCtrl: Target= 169.1, Input=  20.2, Error= 148.8, PIDTerms= 2.977/ 0.000/-0.037/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.2(9.9)
GlobalTracer.printPidInfo_Info: [6.228] gyroTurnPidCtrl: Target=  90.0, Input=  94.8, Error=  -4.8, PIDTerms=-0.095/ 0.000/-0.149/ 0.000, Output=-0.244(-0.700/0.700), Volt=11.2(9.9)
GlobalTracer.printPidInfo_Info: [6.282] encoderXPidCtrl: Target=   2.6, Input=   4.1, Error=  -1.5, PIDTerms=-0.370/ 0.000/-0.037/ 0.000, Output=-0.407(-0.700/0.700), Volt=11.3(9.9)
GlobalTracer.printPidInfo_Info: [6.282] encoderYPidCtrl: Target= 169.1, Input=  22.8, Error= 146.3, PIDTerms= 2.926/ 0.000/-0.076/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.3(9.9)
GlobalTracer.printPidInfo_Info: [6.282] gyroTurnPidCtrl: Target=  90.0, Input= 100.8, Error= -10.8, PIDTerms=-0.217/ 0.000/-0.209/ 0.000, Output=-0.426(-0.700/0.700), Volt=11.3(9.9)
GlobalTracer.printPidInfo_Info: [6.335] encoderXPidCtrl: Target=   2.6, Input=   3.3, Error=  -0.6, PIDTerms=-0.158/ 0.000/ 0.243/ 0.000, Output= 0.085(-0.700/0.700), Volt=11.0(9.9)
GlobalTracer.printPidInfo_Info: [6.335] encoderYPidCtrl: Target= 169.1, Input=  25.5, Error= 143.6, PIDTerms= 2.871/ 0.000/-0.078/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.0(9.9)
GlobalTracer.printPidInfo_Info: [6.335] gyroTurnPidCtrl: Target=  90.0, Input= 105.2, Error= -15.2, PIDTerms=-0.303/ 0.000/-0.144/ 0.000, Output=-0.447(-0.700/0.700), Volt=11.0(9.9)
GlobalTracer.printPidInfo_Info: [6.383] encoderXPidCtrl: Target=   2.6, Input=   1.9, Error=   0.7, PIDTerms= 0.176/ 0.000/ 0.372/ 0.000, Output= 0.548(-0.700/0.700), Volt=11.0(9.9)
GlobalTracer.printPidInfo_Info: [6.383] encoderYPidCtrl: Target= 169.1, Input=  27.9, Error= 141.2, PIDTerms= 2.823/ 0.000/-0.067/ 0.000, Output= 0.600(-0.600/0.600), Volt=10.9(9.9)
GlobalTracer.printPidInfo_Info: [6.383] gyroTurnPidCtrl: Target=  90.0, Input= 108.3, Error= -18.3, PIDTerms=-0.366/ 0.000/-0.103/ 0.000, Output=-0.470(-0.700/0.700), Volt=10.9(9.9)
GlobalTracer.printPidInfo_Info: [6.427] encoderXPidCtrl: Target=   2.6, Input=   1.3, Error=   1.4, PIDTerms= 0.343/ 0.000/ 0.224/ 0.000, Output= 0.567(-0.700/0.700), Volt=10.9(9.9)
GlobalTracer.printPidInfo_Info: [6.427] encoderYPidCtrl: Target= 169.1, Input=  29.9, Error= 139.2, PIDTerms= 2.784/ 0.000/-0.066/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.0(9.9)
GlobalTracer.printPidInfo_Info: [6.427] gyroTurnPidCtrl: Target=  90.0, Input= 109.3, Error= -19.3, PIDTerms=-0.386/ 0.000/-0.038/ 0.000, Output=-0.424(-0.700/0.700), Volt=11.0(9.9)
GlobalTracer.printPidInfo_Info: [6.475] encoderXPidCtrl: Target=   2.6, Input=   1.0, Error=   1.6, PIDTerms= 0.406/ 0.000/ 0.089/ 0.000, Output= 0.495(-0.700/0.700), Volt=11.2(9.9)
GlobalTracer.printPidInfo_Info: [6.475] encoderYPidCtrl: Target= 169.1, Input=  31.9, Error= 137.2, PIDTerms= 2.743/ 0.000/-0.070/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.2(9.9)
GlobalTracer.printPidInfo_Info: [6.475] gyroTurnPidCtrl: Target=  90.0, Input= 108.9, Error= -18.9, PIDTerms=-0.377/ 0.000/ 0.017/ 0.000, Output=-0.360(-0.700/0.700), Volt=11.2(9.9)
GlobalTracer.printPidInfo_Info: [6.519] encoderXPidCtrl: Target=   2.6, Input=   1.4, Error=   1.2, PIDTerms= 0.299/ 0.000/-0.132/ 0.000, Output= 0.167(-0.700/0.700), Volt=10.7(9.9)
GlobalTracer.printPidInfo_Info: [6.519] encoderYPidCtrl: Target= 169.1, Input=  33.4, Error= 135.6, PIDTerms= 2.712/ 0.000/-0.047/ 0.000, Output= 0.600(-0.600/0.600), Volt=10.7(9.9)
GlobalTracer.printPidInfo_Info: [6.519] gyroTurnPidCtrl: Target=  90.0, Input= 108.1, Error= -18.1, PIDTerms=-0.362/ 0.000/ 0.028/ 0.000, Output=-0.334(-0.700/0.700), Volt=10.7(9.9)
GlobalTracer.printPidInfo_Info: [6.560] encoderXPidCtrl: Target=   2.6, Input=   2.1, Error=   0.6, PIDTerms= 0.141/ 0.000/-0.226/ 0.000, Output=-0.085(-0.700/0.700), Volt=10.3(9.9)
GlobalTracer.printPidInfo_Info: [6.560] encoderYPidCtrl: Target= 169.1, Input=  34.7, Error= 134.4, PIDTerms= 2.688/ 0.000/-0.044/ 0.000, Output= 0.600(-0.600/0.600), Volt=10.3(9.9)
GlobalTracer.printPidInfo_Info: [6.560] gyroTurnPidCtrl: Target=  90.0, Input= 108.0, Error= -18.0, PIDTerms=-0.359/ 0.000/ 0.005/ 0.000, Output=-0.354(-0.700/0.700), Volt=10.3(9.9)
GlobalTracer.printPidInfo_Info: [6.602] encoderXPidCtrl: Target=   2.6, Input=   2.2, Error=   0.5, PIDTerms= 0.113/ 0.000/-0.039/ 0.000, Output= 0.074(-0.700/0.700), Volt=10.7(9.9)
GlobalTracer.printPidInfo_Info: [6.602] encoderYPidCtrl: Target= 169.1, Input=  35.3, Error= 133.8, PIDTerms= 2.675/ 0.000/-0.022/ 0.000, Output= 0.600(-0.600/0.600), Volt=10.2(9.9)
GlobalTracer.printPidInfo_Info: [6.602] gyroTurnPidCtrl: Target=  90.0, Input= 107.3, Error= -17.3, PIDTerms=-0.346/ 0.000/ 0.026/ 0.000, Output=-0.320(-0.700/0.700), Volt=10.2(9.9)
GlobalTracer.printPidInfo_Info: [6.645] encoderXPidCtrl: Target=   2.6, Input=   1.9, Error=   0.8, PIDTerms= 0.195/ 0.000/ 0.116/ 0.000, Output= 0.311(-0.700/0.700), Volt=10.1(9.9)
GlobalTracer.printPidInfo_Info: [6.645] encoderYPidCtrl: Target= 169.1, Input=  36.3, Error= 132.8, PIDTerms= 2.655/ 0.000/-0.035/ 0.000, Output= 0.600(-0.600/0.600), Volt=10.1(9.9)
GlobalTracer.printPidInfo_Info: [6.645] gyroTurnPidCtrl: Target=  90.0, Input= 106.4, Error= -16.4, PIDTerms=-0.327/ 0.000/ 0.039/ 0.000, Output=-0.288(-0.700/0.700), Volt=10.4(9.9)
GlobalTracer.printPidInfo_Info: [6.686] encoderXPidCtrl: Target=   2.6, Input=   1.4, Error=   1.2, PIDTerms= 0.301/ 0.000/ 0.153/ 0.000, Output= 0.454(-0.700/0.700), Volt=10.4(9.9)
GlobalTracer.printPidInfo_Info: [6.686] encoderYPidCtrl: Target= 169.1, Input=  37.2, Error= 131.9, PIDTerms= 2.637/ 0.000/-0.033/ 0.000, Output= 0.600(-0.600/0.600), Volt=10.4(9.9)
GlobalTracer.printPidInfo_Info: [6.686] gyroTurnPidCtrl: Target=  90.0, Input= 105.7, Error= -15.7, PIDTerms=-0.314/ 0.000/ 0.027/ 0.000, Output=-0.287(-0.700/0.700), Volt=10.4(9.9)
GlobalTracer.printPidInfo_Info: [6.727] encoderXPidCtrl: Target=   2.6, Input=   1.3, Error=   1.3, PIDTerms= 0.336/ 0.000/ 0.050/ 0.000, Output= 0.386(-0.700/0.700), Volt=10.1(9.9)
GlobalTracer.printPidInfo_Info: [6.727] encoderYPidCtrl: Target= 169.1, Input=  38.1, Error= 131.0, PIDTerms= 2.620/ 0.000/-0.032/ 0.000, Output= 0.600(-0.600/0.600), Volt=10.1(9.9)
GlobalTracer.printPidInfo_Info: [6.727] gyroTurnPidCtrl: Target=  90.0, Input= 105.4, Error= -15.4, PIDTerms=-0.307/ 0.000/ 0.015/ 0.000, Output=-0.293(-0.700/0.700), Volt=10.1(9.9)
GlobalTracer.printPidInfo_Info: [6.775] encoderXPidCtrl: Target=   2.6, Input=   1.2, Error=   1.4, PIDTerms= 0.352/ 0.000/ 0.023/ 0.000, Output= 0.376(-0.700/0.700), Volt=9.9(9.9)
GlobalTracer.printPidInfo_Info: [6.775] encoderYPidCtrl: Target= 169.1, Input=  38.4, Error= 130.7, PIDTerms= 2.614/ 0.000/-0.011/ 0.000, Output= 0.600(-0.600/0.600), Volt=9.9(9.9)
GlobalTracer.printPidInfo_Info: [6.775] gyroTurnPidCtrl: Target=  90.0, Input= 105.3, Error= -15.3, PIDTerms=-0.306/ 0.000/ 0.002/ 0.000, Output=-0.304(-0.700/0.700), Volt=9.9(9.9)
GlobalTracer.printPidInfo_Info: [6.817] encoderXPidCtrl: Target=   2.6, Input=   1.2, Error=   1.4, PIDTerms= 0.354/ 0.000/ 0.002/ 0.000, Output= 0.356(-0.700/0.700), Volt=9.9(9.9)
GlobalTracer.printPidInfo_Info: [6.817] encoderYPidCtrl: Target= 169.1, Input=  38.5, Error= 130.6, PIDTerms= 2.612/ 0.000/-0.002/ 0.000, Output= 0.600(-0.600/0.600), Volt=9.9(9.9)
GlobalTracer.printPidInfo_Info: [6.817] gyroTurnPidCtrl: Target=  90.0, Input= 105.3, Error= -15.3, PIDTerms=-0.306/ 0.000/ 0.000/ 0.000, Output=-0.306(-0.700/0.700), Volt=9.9(9.9)
